title,popularity,collection,genres_encoded
A Bronx Tale,6.115628,No Collection,"[6, 4]"
Cobra Verde,6.115623,No Collection,"[1, 6]"
The Girlfriend Experience,6.115299,No Collection,"[3, 6]"
The Internet's Own Boy: The Story of Aaron Swartz,6.114898,No Collection,"[4, 5]"
The Fantastic Four,6.114738,No Collection,"[0, 15, 1]"
The Mighty Ducks,6.113646,The Mighty Ducks Collection,"[3, 7]"
1984,6.113449,No Collection,"[6, 15]"
Of Mice and Men,6.112112,No Collection,[6]
Films to Keep You Awake: The Baby's Room,6.111961,No Collection,"[11, 13, 17]"
Crows Zero,6.110693,Crows Collection,[0]
Little Nicky,6.10979,No Collection,"[3, 8, 14]"
On the Beach,6.10978,No Collection,"[6, 15]"
Labor Day,6.108646,No Collection,[6]
Clay Pigeons,6.108589,No Collection,"[3, 4, 6, 17]"
Justice League: Crisis on Two Earths,6.108241,No Collection,"[0, 1, 2]"
Bigger Stronger Faster*,6.108182,No Collection,[5]
Free Willy 3: The Rescue,6.107833,Free Willy Collection,[1]
Honeymoon,6.107378,No Collection,[11]
Killer's Kiss,6.107034,No Collection,"[4, 6, 17]"
Smokin' Aces 2: Assassins' Ball,6.102148,Smokin' Aces Collection,"[0, 3, 4, 17]"
Hide and Seek,6.102059,No Collection,"[11, 13, 17]"
The Best Man Holiday,6.102021,The Best Man Collection,[3]
Code 46,6.101401,No Collection,"[6, 14, 15, 17]"
Kites,6.100998,No Collection,"[6, 0, 14]"
Banana Joe,6.100879,No Collection,"[0, 3]"
Virgin Territory,6.100498,No Collection,"[1, 0, 3, 14]"
All the Way Boys,6.100067,No Collection,"[1, 0, 3]"
The Railway Man,6.099421,No Collection,"[6, 10]"
Seconds,6.097929,No Collection,"[13, 15, 17, 6]"
Troll Hunter,6.097684,No Collection,"[8, 11]"
The Invisible,6.097503,No Collection,"[4, 6, 8, 13, 17]"
God's Not Dead,6.097499,God's Not Dead Collection,[6]
Asterix and the Vikings,6.096196,Asterix and Obelix (Animation) Collection,"[7, 2, 3, 1]"
Batman: Assault on Arkham,6.0955,No Collection,"[17, 2, 0, 4]"
Tom at the Farm,6.094529,No Collection,"[6, 17]"
Urge,6.094066,No Collection,[17]
Texas Killing Fields,6.093938,No Collection,"[6, 17, 4, 13]"
Taare Zameen Par,6.093304,No Collection,[6]
The Pacific,6.092242,No Collection,"[0, 1, 6, 10, 18]"
Sarah's Key,6.091224,No Collection,"[6, 18]"
Red River,6.09018,No Collection,[19]
The Words,6.089971,No Collection,"[6, 17]"
The Drawn Together Movie: The Movie!,6.088599,No Collection,"[2, 3]"
Shattered Glass,6.0872,No Collection,"[6, 10]"
Cosmopolis,6.087109,No Collection,[6]
Gotcha!,6.086982,No Collection,"[0, 3, 17]"
Born Yesterday,6.085287,No Collection,"[3, 14, 6]"
Purge,6.082938,No Collection,"[6, 10]"
Final Girl,6.082415,No Collection,"[0, 6, 17]"
Urban Legend,6.081401,Urban Legend,"[11, 17]"
Tsotsi,6.081201,No Collection,"[4, 6]"
A Midsummer Night's Dream,6.078792,No Collection,"[8, 6, 3, 14]"
The Perfect Family,6.078336,No Collection,"[3, 6]"
Direct Contact,6.078318,No Collection,"[0, 1, 17]"
The Lady Vanishes,6.078088,No Collection,"[13, 17]"
Detroit Rock City,6.074832,No Collection,"[3, 12]"
Boot Hill,6.074748,Cat Stevens y Hutch Bessy Trilogy,"[3, 19]"
Stranger by the Lake,6.074431,No Collection,"[6, 17]"
Desierto,6.073841,No Collection,"[17, 6]"
A Kiss Before Dying,6.073468,No Collection,"[13, 17, 4]"
Paper Man,6.072397,No Collection,"[3, 6]"
In the Army Now,6.071466,No Collection,[3]
The Servant,6.071204,No Collection,[6]
In My Dreams,6.07112,No Collection,"[14, 6, 8]"
Sultan,6.070606,No Collection,"[6, 0]"
Fish Tank,6.070216,No Collection,[6]
Only God Forgives,6.069475,No Collection,"[6, 17, 4]"
The Best Years of Our Lives,6.069343,No Collection,"[6, 10, 14]"
Maggie's Plan,6.068689,No Collection,"[6, 3, 14]"
Because of Winn-Dixie,6.067722,No Collection,"[3, 6, 7]"
Halloween III: Season of the Witch,6.066618,Halloween Collection,"[11, 13, 15]"
Partysaurus Rex,6.066171,No Collection,"[2, 3, 7, 8]"
Dead in Tombstone,6.065874,Dead in Tombstone Collection,"[19, 0, 8, 11]"
Rabbit Without Ears 2,6.065049,Keinohrhasen Filmreihe,"[3, 14]"
The Celebration,6.064954,No Collection,[6]
Death Race 2000,6.064898,Death Race Original Collection,"[0, 3, 15]"
Highlander V: The Source,6.06417,Highlander Collection,"[0, 8, 15]"
Memoirs of an Invisible Man,6.064099,No Collection,"[3, 8, 15]"
Daddy's Little Girls,6.063809,No Collection,"[3, 6, 14]"
Cassandra's Dream,6.062873,No Collection,"[4, 6, 17]"
Shark Night,6.062425,No Collection,"[11, 17]"
Shadow Man,6.060635,No Collection,"[0, 1, 17]"
Modern Girls,6.060204,No Collection,"[3, 14]"
Creepshow 3,6.060156,Creepshow Collection,"[11, 15]"
One Night at McCool's,6.059018,No Collection,"[0, 3, 4]"
Tin Toy,6.058028,No Collection,[2]
A Perfect Ending,6.056447,No Collection,[6]
Area 51,6.055594,No Collection,"[11, 17, 15]"
Mississippi Grind,6.054981,No Collection,[6]
The Key to Reserva (La clave Reserva),6.053682,No Collection,"[4, 17]"
The Flintstones in Viva Rock Vegas,6.053595,The Flintstones (Live-Action) Collection,"[15, 3, 7, 14]"
Just My Luck,6.053567,No Collection,"[3, 6, 7, 8, 14]"
Simply Irresistible,6.053045,No Collection,[3]
Un chien andalou,6.051472,No Collection,"[6, 8]"
Botched,6.051389,No Collection,"[3, 4, 11, 17]"
Riley's First Date?,6.051285,No Collection,"[2, 7]"
Longitude,6.051227,No Collection,"[16, 6, 10]"
That Obscure Object of Desire,6.049944,No Collection,"[3, 6, 14]"
The Good Neighbor,6.049596,No Collection,"[6, 17, 4]"
Sleeper,6.048904,No Collection,"[3, 14, 15]"
Jane Austen's Mafia!,6.046893,No Collection,"[3, 4]"
Without a Paddle,6.046516,Without a Paddle Collection,"[0, 1, 3, 17]"
Jack and the Cuckoo-Clock Heart,6.0457,No Collection,"[2, 14, 1, 6, 8]"
Keeping the Faith,6.045585,No Collection,[3]
Adam's Apples,6.044534,No Collection,"[6, 3, 4]"
Stake Land II: The Stakelander,6.044527,Stake Land Collection,"[0, 11]"
Hunt to Kill,6.043774,No Collection,"[0, 1, 17]"
The Siege of Jadotville,6.042021,No Collection,"[18, 6, 17]"
Blind Horizon,6.041539,No Collection,"[6, 17]"
Home Room,6.040767,No Collection,[6]
Fletch,6.040486,Fletch Collection,"[3, 4, 13]"
The Best of Youth,6.040001,No Collection,[6]
A Girl Walks Home Alone at Night,6.039895,No Collection,"[11, 14]"
Whole Lotta Sole,6.039675,No Collection,"[3, 6]"
Mother Night,6.038784,No Collection,"[6, 10]"
The Long Weekend,6.038144,No Collection,"[3, 14]"
Thank Your Lucky Stars,6.037392,No Collection,"[3, 12]"
The Poughkeepsie Tapes,6.036528,No Collection,"[11, 17]"
Crossing Over,6.036408,No Collection,"[4, 6]"
The Way of the Gun,6.03633,No Collection,"[0, 4, 6, 17]"
Switchblade Sisters,6.035166,No Collection,"[0, 4, 6]"
Big Deal on Madonna Street,6.035008,Totò Collection,"[4, 3]"
The Houses October Built,6.034967,The Houses October Built Collection,"[17, 11]"
Goliyon Ki Raasleela Ram-Leela,6.034115,No Collection,"[6, 14]"
Baby Boom,6.032248,No Collection,"[3, 14, 7]"
Capitalism: A Love Story,6.032166,No Collection,[5]
Trouble with the Curve,6.032041,No Collection,"[6, 14]"
Paulette,6.031147,No Collection,"[4, 3]"
3-D Sex and Zen: Extreme Ecstasy,6.030363,Sex and Zen Collection,[6]
Olive Kitteridge,6.029457,No Collection,[6]
Diabolique,6.028408,No Collection,"[6, 11, 17]"
In Dreams,6.028168,No Collection,"[6, 17]"
Hardware,6.026159,No Collection,"[11, 15, 17]"
Haider,6.024652,No Collection,"[0, 6, 4, 14]"
Grand Illusion,6.02384,No Collection,"[6, 10, 18]"
The Tuxedo,6.023213,No Collection,"[17, 0, 3, 15]"
My Name Is Nobody,6.022453,Nobody Collection,"[3, 19]"
White Girl,6.021721,No Collection,[6]
Avatar 2,6.020055,Avatar Collection,"[0, 1, 8, 15]"
Haemoo,6.01763,No Collection,"[17, 6]"
Peacock,6.013545,No Collection,"[13, 17]"
Capote,6.01272,No Collection,"[4, 6]"
Justice League: Throne of Atlantis,6.012379,Justice League (Animated) Collection,"[15, 0, 2, 1]"
Mask,6.012125,No Collection,[6]
Venus in Fur,6.012005,No Collection,[6]
LOL (Laughing Out Loud),6.011605,No Collection,[3]
The Juror,6.010579,No Collection,"[6, 17]"
Behaving Badly,6.010463,No Collection,[3]
Modern Vampires,6.010147,No Collection,"[0, 3, 11, 14, 17]"
Manitou's Shoe,6.009793,No Collection,"[3, 19]"
Imagine Me & You,6.008971,No Collection,"[6, 3, 14]"
Kings of the Road,6.008315,No Collection,[6]
All Cheerleaders Die,6.007987,No Collection,"[11, 17, 3]"
A Very Murray Christmas,6.007801,No Collection,"[3, 12]"
Marathon Man,6.006812,No Collection,[17]
Satanic,6.005878,No Collection,[11]
Reefer Madness: The Movie Musical,6.004782,No Collection,"[3, 12]"
Mean Machine,6.00447,No Collection,"[3, 6]"
Ip Man,6.004257,Ip Man Collection,"[6, 0, 10]"
Hell Comes to Frogtown,6.004236,The Frogtown Collection,"[0, 3, 11, 15]"
Drive Hard,6.004189,No Collection,"[0, 3, 4]"
The Sweet Hereafter,6.002992,No Collection,[6]
The Neighbor,6.001302,No Collection,"[4, 11, 17]"
Just Married,6.001152,No Collection,[3]
Equinox,6.001067,No Collection,"[6, 4, 13, 17]"
Dracula 2000,6.000716,Dracula 2000 Collection,"[17, 11]"
How to Marry a Millionaire,6.000494,No Collection,"[3, 14]"
Dagon,5.999625,No Collection,"[8, 11, 17]"
The Man without a Face,5.997712,No Collection,[6]
Rushmore,5.997054,No Collection,"[3, 6]"
Christopher Columbus: The Discovery,5.996407,No Collection,[0]
The Lodger,5.995718,No Collection,"[11, 13, 17]"
Feast of Love,5.993691,No Collection,"[3, 6, 14]"
Jin-Roh: The Wolf Brigade,5.993402,No Collection,"[2, 15, 17]"
Alien Abduction,5.991675,No Collection,"[11, 15, 17]"
Body Heat,5.991482,No Collection,"[6, 17, 4, 14]"
Free Willy,5.990572,Free Willy Collection,"[7, 1]"
Don't Kill It,5.990041,No Collection,"[8, 11]"
Free Fall,5.98915,No Collection,"[6, 14]"
One Direction: This Is Us,5.988929,No Collection,"[5, 12]"
Devil's Knot,5.988507,No Collection,"[4, 6, 17]"
Fist of Legend,5.986773,No Collection,[0]
Van Wilder 2: The Rise of Taj,5.985236,National Lampoon’s Van Wilder Collection,[3]
The Last Starfighter,5.984133,No Collection,"[1, 15, 0]"
Viva Zapata!,5.983838,No Collection,"[10, 6, 19]"
The Big Green,5.982764,No Collection,"[0, 1, 3, 7]"
24: Redemption,5.982091,No Collection,"[0, 1, 4]"
Kill the Irishman,5.981634,No Collection,"[0, 4, 17, 6]"
Jules and Jim,5.979791,No Collection,"[6, 14]"
No,5.97966,No Collection,"[6, 10]"
The Sicilian,5.979288,No Collection,[6]
Dior and I,5.979181,No Collection,[5]
He's a Dragon,5.978316,No Collection,"[1, 8, 14]"
Another Gay Movie,5.978211,Another Gay Movie Collection,"[3, 14]"
The Lion Guard: Return of the Roar,5.97657,The Lion King Collection,"[16, 2, 7]"
The Ex,5.976385,No Collection,"[3, 14]"
Strangerland,5.975657,No Collection,"[6, 17]"
Darkness,5.975404,No Collection,[11]
The Big Hit,5.975082,No Collection,"[0, 1, 3, 17]"
The Oxford Murders,5.97385,No Collection,"[4, 13, 17]"
The Cheetah Girls,5.973243,The Cheetah Girls Collection,"[3, 6, 7, 12, 16]"
Freelancers,5.973229,No Collection,"[13, 6, 0, 4]"
Top Secret!,5.971241,No Collection,[3]
Fortress,5.970749,Fortress Collection,"[0, 17, 15]"
"The Cook, the Thief, His Wife & Her Lover",5.970136,No Collection,"[4, 6]"
The Kite Runner,5.970067,No Collection,[6]
The Most Hated Woman in America,5.969528,No Collection,"[4, 6]"
Delicacy,5.96903,No Collection,"[6, 3, 14]"
Irma la Douce,5.967967,No Collection,"[3, 14]"
Dread,5.967679,No Collection,"[11, 6, 17]"
Don't Look Now,5.966221,No Collection,"[17, 6, 11]"
Elvis & Nixon,5.966121,No Collection,"[3, 10]"
American Movie,5.964323,No Collection,[5]
The War of the Roses,5.963782,No Collection,"[3, 6, 17]"
Tinker Bell and the Great Fairy Rescue,5.963431,Tinker Bell Collection,"[2, 1, 7, 8]"
House of Last Things,5.963215,No Collection,"[8, 17]"
With Every Heartbeat,5.96317,No Collection,"[6, 14]"
The Old Dark House,5.962386,No Collection,"[6, 11]"
The Last Days,5.961623,No Collection,"[15, 1, 17]"
Hunter × Hunter: Phantom Rouge,5.961421,No Collection,"[2, 1]"
The Last Picture Show,5.961382,The Last Picture Show Collection,[6]
Drop Dead Sexy,5.960148,No Collection,"[3, 4]"
Today's Special,5.959911,No Collection,"[3, 14]"
The Perfect Teacher,5.959698,No Collection,"[16, 17, 6]"
Banana,5.958505,Despicable Me Collection,"[2, 3, 7]"
Amores perros,5.958138,No Collection,"[6, 17]"
God's Not Dead 2,5.957998,God's Not Dead Collection,[6]
Blades of Glory,5.956794,No Collection,"[0, 3, 6]"
Barbie in the 12 Dancing Princesses,5.956719,No Collection,"[2, 7]"
Ivanhoe,5.956582,No Collection,"[0, 1, 6, 14]"
The Adventurer: The Curse of the Midas Box,5.955203,No Collection,"[8, 1, 7]"
Jesus' Son,5.954815,No Collection,"[3, 6, 14]"
How to Build a Better Boy,5.954022,No Collection,"[7, 15]"
Catch and Release,5.953413,No Collection,"[3, 6, 14]"
Twins,5.952494,No Collection,[3]
Invasion of the Bee Girls,5.952421,No Collection,"[11, 15, 17]"
Police Academy 4: Citizens on Patrol,5.952392,Police Academy Collection,"[3, 4]"
Mutant Action,5.951804,No Collection,"[0, 3, 15]"
Tuck Everlasting,5.951492,No Collection,"[6, 7, 8, 14, 15]"
Legionnaire,5.951361,No Collection,"[1, 6, 0, 10, 17]"
Nights in Rodanthe,5.95117,No Collection,"[6, 14]"
The Bridges of Madison County,5.951077,No Collection,"[6, 14]"
Chasing Liberty,5.950792,No Collection,"[3, 14]"
Inescapable,5.949456,No Collection,"[17, 14]"
Barbie: Princess Charm School,5.948997,No Collection,"[7, 2, 8]"
La Strada,5.948021,No Collection,[6]
Yu-Gi-Oh! The Movie,5.946085,No Collection,"[1, 8, 2, 0, 3, 17, 15, 7]"
A Hijacking,5.945296,No Collection,"[17, 6]"
Wind Chill,5.944181,No Collection,"[6, 11, 17]"
The Spanish Apartment,5.94395,The Klapisch Trilogy,"[6, 3, 14]"
Zelig,5.94179,No Collection,[3]
Five Corners,5.939428,No Collection,[6]
Manon of the Spring,5.939394,The Water of the Hills Collection,[6]
Barefoot,5.939334,No Collection,"[3, 6, 14]"
Mirrors 2,5.936241,Mirrors Collection,"[11, 13, 17]"
The Perfect Host,5.935839,No Collection,"[3, 17, 4]"
Happy Together,5.933971,No Collection,"[6, 14]"
Wiener-Dog,5.933337,No Collection,[3]
The Birth of a Nation,5.933047,No Collection,[6]
Girlfriend's Day,5.931844,No Collection,"[3, 6]"
Nell,5.930957,No Collection,"[6, 17]"
Bad Ass,5.929797,Bad Ass Collection,"[0, 6]"
Five Minarets in New York,5.92925,No Collection,[6]
All Superheroes Must Die,5.928982,No Collection,"[15, 17]"
A Friend Is a Treasure,5.928981,No Collection,"[0, 1, 3]"
Violet & Daisy,5.927924,No Collection,"[17, 4, 6, 0, 3]"
The Duel,5.927867,No Collection,"[19, 6]"
BloodRayne: The Third Reich,5.926797,BloodRayne Collection,"[0, 1, 8, 11]"
Survival Island,5.92516,No Collection,"[11, 1, 6, 17]"
Win a Date with Tad Hamilton!,5.924226,No Collection,"[3, 14]"
Wing Commander,5.924059,No Collection,"[0, 15]"
Henry Poole Is Here,5.923904,No Collection,"[3, 6]"
Toys,5.923774,No Collection,"[8, 3, 15]"
The Boys from Brazil,5.923299,No Collection,"[11, 6, 17, 15]"
Wonder Boys,5.922739,No Collection,"[3, 6]"
Love Me No More,5.922081,No Collection,[17]
French Fried Vacation 2,5.921814,French Fried Vacation,[3]
Hard to Be a God,5.921772,No Collection,"[6, 15]"
The Selfish Giant,5.921419,No Collection,[6]
Across 110th Street,5.920786,No Collection,"[0, 4, 6, 17]"
Orgazmo,5.919725,No Collection,[3]
Cellular,5.918816,No Collection,"[0, 1, 4, 17]"
The Glimmer Man,5.918737,No Collection,"[0, 1, 4, 6, 17]"
Our Idiot Brother,5.918193,No Collection,"[3, 6]"
CJ7,5.917685,No Collection,"[3, 6, 7, 8, 15]"
Nomads,5.917152,No Collection,"[17, 11, 13]"
Journey to the Far Side of the Sun,5.916841,No Collection,[15]
Someone Marry Barry,5.916675,No Collection,[3]
The Promotion,5.916489,No Collection,[3]
Young Ones,5.916252,No Collection,"[19, 0, 6, 15]"
The Electric Horseman,5.916187,No Collection,"[6, 3, 19, 14]"
Rudy,5.914833,No Collection,[6]
The Case of the Scorpion's Tail,5.913654,No Collection,"[11, 13, 17]"
Slums of Beverly Hills,5.913162,No Collection,"[3, 6]"
Windstorm,5.912736,Ostwind Filmreihe,"[1, 7]"
Goya's Ghosts,5.91265,No Collection,[6]
Bug,5.911303,No Collection,"[11, 17]"
Voice from the Stone,5.91121,No Collection,"[6, 13, 14, 17]"
Damsels in Distress,5.910385,No Collection,"[3, 14]"
The Mysteries of Pittsburgh,5.910208,No Collection,"[1, 3, 6]"
Reality,5.905061,No Collection,[3]
Topsy-Turvy,5.902126,No Collection,"[3, 6, 12]"
Babysitting 2,5.901413,Babysitting,[3]
Star Trek VI: The Undiscovered Country,5.90057,Star Trek: The Original Series Collection,"[15, 0, 1, 17]"
The Magic of Belle Isle,5.900375,No Collection,"[3, 6]"
Anita,5.899929,No Collection,[6]
A Cinderella Story: Once Upon a Song,5.899663,Cinderella Story Collection,"[3, 7, 14]"
Catfight,5.89953,No Collection,"[3, 6]"
Trophy Wife,5.899325,No Collection,[3]
The Kids Are All Right,5.899155,No Collection,"[3, 6]"
The Woman,5.895968,No Collection,"[6, 11]"
The Muppets Take Manhattan,5.89335,The Muppet Collection,"[14, 3, 7]"
One Chance,5.89288,No Collection,"[6, 3, 12]"
Taxi 3,5.892859,Taxi Collection,"[0, 3]"
Justin Bieber: Never Say Never,5.892524,No Collection,"[5, 12, 7]"
Broadway Danny Rose,5.892277,No Collection,[3]
Appleseed: Ex Machina,5.889896,Appleseed Collection,"[2, 0, 17, 15]"
Romy and Michele's High School Reunion,5.889414,No Collection,[3]
Miss Conception,5.888476,No Collection,"[3, 14]"
The Golden Voyage of Sinbad,5.887367,The Sinbad Collection,"[0, 1, 6, 8]"
Going Clear: Scientology and the Prison of Belief,5.887113,No Collection,[5]
Hesher,5.886972,No Collection,[6]
Mardi Gras: Spring Break,5.886775,No Collection,[3]
Beethoven's 2nd,5.886769,Beethoven Collection,"[7, 3]"
Snow White: The Fairest of Them All,5.885524,No Collection,"[1, 7, 8, 16]"
Superfast!,5.885213,No Collection,"[0, 3]"
Thumbsucker,5.884228,No Collection,"[3, 6]"
Confessions,5.882762,No Collection,"[6, 17, 13]"
My King,5.88082,No Collection,"[6, 14]"
Tigerland,5.878885,No Collection,"[6, 18]"
Machine Gun Preacher,5.87767,No Collection,"[0, 17, 4]"
Barb Wire,5.877599,No Collection,"[0, 15]"
Infestation,5.877186,No Collection,"[0, 3, 11, 15]"
Best Man Down,5.875708,No Collection,"[3, 6]"
Stir of Echoes,5.875606,Stir of Echoes Collection,"[11, 13, 17]"
Bernie,5.875181,No Collection,"[3, 4, 6]"
Rampart,5.874878,No Collection,"[4, 6]"
The Hills Run Red,5.87477,No Collection,[11]
+1,5.874701,No Collection,"[17, 15]"
A Kid in King Arthur's Court,5.874511,No Collection,"[1, 8, 3, 15, 7]"
The Last Exorcism Part II,5.874458,The Last Exorcism Collection,"[11, 17]"
"Nightmares in Red, White and Blue",5.873644,No Collection,"[5, 11]"
The Hole,5.873597,No Collection,"[17, 1, 8]"
The Jerk,5.873021,No Collection,[3]
Stitch! The Movie,5.872797,Lilo & Stitch Collection,"[2, 3, 7]"
"Jeff, Who Lives at Home",5.872794,No Collection,"[6, 3]"
The Machine,5.871579,No Collection,"[15, 17]"
Alone in the Dark,5.871243,Alone in the Dark Collection,"[0, 8, 11, 17]"
Amarcord,5.871166,No Collection,"[3, 6]"
Santa Claus Is a Stinker,5.870932,No Collection,[3]
Fantomas,5.870813,Fantomas Collection,"[3, 4, 1, 8]"
Swimming with Sharks,5.869261,No Collection,"[4, 3]"
The Ref,5.868677,No Collection,[3]
Love's Labour's Lost,5.867426,No Collection,"[3, 12, 14]"
Pumping Iron,5.866383,Pumping Iron Collection,[5]
Benny's Video,5.865702,Trilogía de la violencia de Michael Haneke,"[11, 4, 6]"
The 39 Steps,5.865697,No Collection,"[0, 17, 13]"
Shade,5.864457,No Collection,"[0, 17, 4]"
Audrey Rose,5.862098,No Collection,"[8, 6, 11, 17]"
The Five Heartbeats,5.861963,No Collection,"[6, 12]"
The Exorcist III,5.861032,The Exorcist Collection,"[17, 11, 13]"
Shining Through,5.860319,No Collection,"[6, 14, 17]"
Superman/Batman: Apocalypse,5.860115,Superman / Batman (Animated) Collection,"[0, 1, 2]"
The Company Men,5.858803,No Collection,[6]
"Sherlock, Jr.",5.858328,No Collection,"[8, 6, 3, 13]"
Things to Come,5.858112,No Collection,[6]
Run,5.857368,No Collection,"[0, 17, 6]"
Ali: Fear Eats the Soul,5.855308,No Collection,"[14, 6]"
Pink Floyd: Live at Pompeii,5.855108,No Collection,"[12, 5]"
The Warlords,5.854764,No Collection,"[0, 6, 10]"
The Station Agent,5.85469,No Collection,"[6, 3]"
Torrente 2: Mission in Marbella,5.854434,Torrente Collection,"[3, 4]"
Moon 44,5.854206,No Collection,[15]
Silver Bullet,5.852908,No Collection,[11]
Blood Work,5.852263,No Collection,"[4, 6, 13, 17]"
Twice Born,5.849716,No Collection,"[6, 14, 18]"
The Outlaw Josey Wales,5.849522,No Collection,"[6, 19]"
Frank,5.847845,No Collection,"[3, 6, 13]"
Wedding Daze,5.847729,No Collection,[3]
Marvel One-Shot: Agent Carter,5.847531,No Collection,"[0, 1, 15, 8]"
Bad Words,5.847166,No Collection,[3]
Kill Your Friends,5.846711,No Collection,"[3, 4, 17]"
Marked for Death,5.845712,No Collection,"[0, 17]"
Dreams,5.845197,No Collection,"[8, 6, 15]"
Cold Creek Manor,5.84474,No Collection,"[13, 17]"
Pride and Glory,5.844016,No Collection,"[17, 4, 6]"
Ozzy,5.843943,No Collection,"[2, 7]"
Dr. Cabbie,5.843804,No Collection,[3]
My Left Foot: The Story of Christy Brown,5.841931,No Collection,[6]
Frankenstein Meets the Wolf Man,5.841791,The Wolf Man (Universal Series),"[8, 11, 15]"
